ID,YEAR,TITLE,LANGUAGE,AUTHORS
46185,2014-07-03,The Devil,en,"Herford, Oliver, 1863-1935 [Adapter]; Molnár, Ferenc, 1878-1952"
46186,2014-07-03,Germany in War Time: What an American Girl Saw and Heard,en,"McAuley, Mary Ethel"
46187,2014-07-04,Letters from the Holy Land,en,"Butler, Elizabeth (Elizabeth Southerden Thompson), 1846-1933"
46188,2014-07-04,Elsie's Young Folks in Peace and War,en,"Finley, Martha, 1828-1909"
46189,2014-07-04,While I Remember,en,"McKenna, Stephen, 1888-1967"
46190,2014-07-04,Stories of Robin Hood,en,"Bush, Bertha Evangeline, 1866-"
46191,2014-07-04,Fighting Without a War: An Account of Military Intervention in North Russia,en,"Albertson, Ralph, 1866-1951"
46192,2014-07-04,"The Pan-German Programme
The Petition of the Six Associations and the Manifesto of the Intellectuals",en,"Bevan, Edwyn Robert, 1870-1943 [Translator]"
46193,2014-07-05,Avioelämää 1: Kaksitoista kertomusta avioelämästä,fi,"Strindberg, August, 1849-1912; Lehtonen, Joel, 1881-1934 [Translator]"
46194,2014-07-05,Avioelämää 2: Kahdeksantoista aviojuttua,fi,"Strindberg, August, 1849-1912; Lehtonen, Joel, 1881-1934 [Translator]"
46195,2014-07-05,An Accidental Honeymoon,en,"Barron, Edward, 1874-; Gage, George W., 1887-1957 [Illustrator]; Holloway, Edward Stratton, 1859-1939 [Illustrator]"
46196,2014-07-05,"Cuentos Clásicos del Norte, Primera Serie",es,"Poe, Edgar Allan, 1809-1849; Calderón de Pinillos, Carmen Torres [Translator]"
46197,2014-07-05,Starved Rock,en,"Masters, Edgar Lee, 1868-1950"
46198,2014-07-05,"Conquest; Or, A Piece of Jade; a New Play in Three Acts",en,"Stopes, Marie Carmichael, 1880-1958"
46199,2014-07-05,"Sketch of the History of the Knights Templars
Second Edition",en,"Burnes, James, 1801-1862"
46200,2014-07-06,Plowing On Sunday,en,"North, Sterling, 1906-1974"
46201,2014-07-06,"Orlando Furioso, Tomo I",es,"Ariosto, Lodovico, 1474-1533; Aranda y Sanjuan, Manuel, 1845-1900 [Translator]"
46202,2014-07-06,A New Witness for God (Volume 1 of 3),en,"Roberts, B. H. (Brigham Henry), 1857-1933"
46203,2014-07-06,"Über das Geistige in der Kunst, Insbesondere in der Malerei",de,"Kandinsky, Wassily, 1866-1944"
46204,2014-07-06,Wege und Umwege,de,"Kolb, Annette, 1870-1967"
46205,2014-07-06,"Jack Among the Indians; Or, A Boy's Summer on the Buffalo Plains",en,"Grinnell, George Bird, 1849-1938; Deming, Edwin Willard, 1860-1942 [Illustrator]"
46206,2014-07-07,Ford Manual for Owners and Operators of Ford Cars and Trucks (1919),en,Ford Motor Company
46207,2014-07-07,"A Vision of Venus; Or, A Midsummer-Night's Nightmare",en,"Pleon, Harry"
46208,2014-07-07,"A Voice from Jerusalem
Or, A Sketch of the Travels and Ministry of Elder Orson Hyde",en,"Hyde, Orson, 1805-1878"
46209,2014-07-07,Concord Days,en,"Alcott, Amos Bronson, 1799-1888"
46210,2014-07-07,The Retreat from Mons,en,"Gordon, George Stuart, 1881-1942; French, John Denton Pinkstone, Earl of Ypres, 1852-1925 [Author of introduction, etc.]"
46211,2014-07-07,Ombre di occaso,it,"Oriani, Alfredo, 1852-1909"
46212,2014-07-07,"The Covenant of Salt
As Based on the Significance and Symbolism of Salt in Primitive Thought",en,"Trumbull, H. Clay (Henry Clay), 1830-1903"
46213,2014-07-07,Nemmeno un bacio: Dramma in tre atti e un epilogo,it,"Bracco, Roberto, 1861-1943"
46214,2014-07-07,Il perfetto amore: Dialogo in tre atti,it,"Bracco, Roberto, 1861-1943"
46215,2014-07-07,"The Battles in Flanders, from Ypres to Neuve Chapelle",en,"Dane, Edmund (Military historian)"
46216,2014-07-07,Carriages & Coaches: Their History & Their Evolution,en,"Straus, Ralph, 1882-1950"
46217,2014-07-07,The Romantic Lady,en,"Arlen, Michael, 1895-1956"
46218,2014-07-07,"The Jesuit Relations and Allied Documents, Vol. 3: Acadia, 1611-1616",en,"Thwaites, Reuben Gold, 1853-1913 [Editor]"
46219,2014-07-07,An Unsinkable Titanic: Every Ship its own Lifeboat,en,"Walker, John Bernard, 1858-"
46220,2014-07-07,Mothwise,en,"Hamsun, Knut, 1859-1952; Worster, W. J. Alexander (William John Alexander), 1882-1929 [Translator]"
46221,2014-07-08,"Items on the Priesthood, presented to the Latter-day Saints",en,"Taylor, John, 1808-1887"
46222,2014-07-08,"The Fantasy Fan, September 1933
The Fan's Own Magazine",en,"Various; Hornig, Charles D., 1916-1999 [Editor]"
46223,2014-07-08,"Tour in England, Ireland, and France, in the years 1826, 1827, 1828 and 1829.
with remarks on the manners and customs of the inhabitants, and anecdotes of distiguished public characters. In a series of letters by a German Prince.",en,"Pückler-Muskau, Hermann, Fürst von, 1785-1871"
46224,2014-07-08,Histoire de Flandre (T. 2/4),fr,"Kervyn de Lettenhove, Joseph Marie Bruno Constantin, Baron, 1817-1891"
46225,2014-07-08,Quartetto,it,"Oriani, Alfredo, 1852-1909"
46226,2014-07-08,"Niobe, All Smiles: A Farcical Comedy in Three Acts",en,"Ordonneau, Maurice, 1854-1916; Paulton, Edward A. (Edward Antonio), 1866-1939; Paulton, Harry, 1842-1917"
46227,2014-07-08,"The Life and Times of Col. Daniel Boone, Hunter, Soldier, and Pioneer
With Sketches of Simon Kenton, Lewis Wetzel, and Other Leaders in the Settlement of the West",en,"Ellis, Edward Sylvester, 1840-1916"
46228,2014-07-08,It Never Can Happen Again,en,"De Morgan, William, 1839-1917"
46229,2014-07-09,"The Life of George Stephenson and of his Son Robert Stephenson
Comprising Also a History of the Invention and Introduction of the Railway Locomotive",en,"Smiles, Samuel, 1812-1904"
46230,2014-07-09,Our Little Austrian Cousin,en,"Mendel, Florence Emma Voigt, 1874-; Marlowe, Diantha Horne [Illustrator]"
46231,2014-07-09,Der brennende Dornbusch; Mörder: Hoffnung der Frauen,de,"Kokoschka, Oskar, 1886-1980"
46232,2014-07-09,The Boy's Book of New Inventions,en,"Maule, Harry E. (Harry Edward), 1886-"
46233,2014-07-09,With the Black Prince,en,"Stoddard, William O., 1835-1925"
46234,2014-07-09,"Guingamor, Lanval, Tyolet, Bisclaveret: Four lais rendered into English prose",en,"Marie, de France, active 12th century; Watts, Caroline (Illustrator) [Illustrator]; Weston, Jessie L. (Jessie Laidlay), 1850-1928 [Translator]"
46235,2014-07-09,The Passing of the Turkish Empire in Europe,en,"Baker, B. Granville (Bernard Granville), 1870-1957"
46236,2014-07-09,"The Red Widow; or, The Death-Dealers of London",en,"Le Queux, William, 1864-1927"
46237,2014-07-09,The Romance of Book-Collecting,en,"Slater, J. Herbert (John Herbert), 1854-1921"
46238,2014-07-09,Mazes and Labyrinths: A General Account of Their History and Development,en,"Matthews, W. H., 1882-1948"
46239,2014-07-09,"A Modest Meane to Mariage
pleasauntly set foorth by that famous Clarke Erasmus Roterodamus, and translated into Englishe by N.L.",en,"Erasmus, Desiderius, 1469-1536; Leigh, Nicholas [Translator]"
46240,2014-07-10,"Chains: A Play, in Four Acts",en,"Baker, Elizabeth, 1876-1962"
46241,2014-07-10,"Some Notes on Early Woodcut Books, with a Chapter on Illuminated Manuscripts",en,"Morris, William, 1834-1896"
46242,2014-07-10,The British Expedition to the Crimea,en,"Russell, William Howard, Sir, 1820-1907"
46243,2014-07-10,"Divine Authority; Or, the Question: Was Joseph Smith Sent of God?",en,"Pratt, Orson, 1811-1881"
46244,2014-07-10,"The Kingdom of God, Part 1",en,"Pratt, Orson, 1811-1881"
46245,2014-07-10,"L'Illustration, No. 0061, 27 Avril 1844",fr,Various
46246,2014-07-10,"Historia General del Derecho Español, Tomo I",es,"Hinojosa, Eduardo de"
46247,2014-07-11,The Book of Masks,en,"Gourmont, Remy de, 1858-1915; Lewisohn, Ludwig, 1882-1955 [Author of introduction, etc.]; Lewis, Jacob Howard, 1893- [Translator]"
46248,2014-07-11,Belgium,en,"Omond, George W. T. (George William Thomson), 1846-1929; Forestier, A. (Amédée), 1854-1930 [Illustrator]"
46249,2014-07-11,"A History of the Cambridge University Press, 1521-1921",en,"Roberts, S. C. (Sydney Castle), 1887-1966"
46250,2014-07-11,The Thorn in the Nest,en,"Finley, Martha, 1828-1909"
46251,2014-07-11,Old Continental Towns,en,"Gallichan, Walter M. (Walter Matthew), 1861-1946"
46252,2014-07-11,The Highflyers,en,"Kelland, Clarence Budington, 1881-1964"
46253,2014-07-11,Mariages d'aventure,fr,"Gaboriau, Emile, 1832-1873"
46254,2014-07-12,"Mrs. Hale's Receipts for the Million
Containing Four Thousand Five Hundred and Forty-five Receipts, Facts, Directions, etc. in the Useful, Ornamental, and Domestic Arts",en,"Hale, Sarah Josepha Buell, 1788-1879"
46255,2014-07-12,Yvonne Müller,de,"Flake, Otto, 1880-1963"
46256,2014-07-12,"In the Ypres Salient
The Story of a Fortnight's Canadian Fighting, June 2-16, 1916",en,"Willson, Beckles, 1869-1942"
46257,2014-07-12,"Motor Matt's Daring; or, True to His Friends
Motor Stories Thrilling Adventure Motor Fiction No. 2, March 6, 1909",en,"Matthews, Stanley R."
46258,2014-07-12,Thorley Weir,en,"Benson, E. F. (Edward Frederic), 1867-1940"
46259,2014-07-12,"Die Gewerkschaftsbewegung
Darstellung der gewerkschaftlichen Organisation der Arbeiter und der Arbeitgeber aller Länder.",de,"Kulemann, Wilhelm, 1851-1926"
46260,2014-07-12,'Up the Country': Letters Written to Her Sister from the Upper Provinces of India,en,"Eden, Emily, 1797-1869"
46261,2014-07-12,"Friends of France
The Field Service of the American Ambulance Described by its Members",en,"Andrew, A. Piatt (Abram Piatt), 1873-1936 [Contributor]"
46262,2014-07-12,Pilgrim Sorrow: A Cycle of Tales,en,"Sylva, Carmen, 1843-1916; Zimmern, Helen, 1846-1934 [Translator]"
46263,2014-07-12,Kabouters in het Bosch,nl,"Valkenstein, Kees, 1862-1952"
46264,2014-07-12,Songs from the Smoke,en,"Miller, Madeleine S. (Madeleine Sweeny), 1890-1976; Patten, Simon N. (Simon Nelson), 1852-1922 [Author of introduction, etc.]"
46265,2014-07-12,"María Luisa, Leyenda Histórica",es,"Portillo, Andrés"
46266,2014-07-13,The Sharper Detected and Exposed,en,"Robert-Houdin, Jean-Eugène, 1805-1871"
46267,2014-07-13,"Gnadenreiche, unsere Königin",de,"Jung, Franz, 1888-1963"
46268,2014-07-13,Die Musen: Eine Ode,de,"Claudel, Paul, 1868-1955; Blei, Franz, 1871-1942 [Translator]"
46269,2014-07-13,Mark Tidd in Business,en,"Kelland, Clarence Budington, 1881-1964; Clarke, William Wallace [Illustrator]"
46270,2014-07-14,Neid,de,"Wildenbruch, Ernst von, 1845-1909"
46271,2014-07-13,The Island of Yellow Sands: An Adventure and Mystery Story for Boys,en,"Brill, Ethel C. (Ethel Claire), 1877-; Wolf, W. H. [Illustrator]"
46272,2014-07-13,The Journal of Leo Tolstoi (First Volume—1895-1899),en,"Chertkov, V. G. (Vladimir Grigorevich), 1854-1936 [Annotator]; Tolstoy, Leo, graf, 1828-1910; Shokor-Trotsky, Constantine [Contributor]; Strunsky, Rose [Translator]"
46273,2014-07-13,Church Bells,en,"Walters, H. B. (Henry Beauchamp), 1867-1944"
46274,2014-07-13,Oxford and Its Story,en,"Headlam, Cecil, 1872-1934; Railton, Fanny [Illustrator]; Railton, Herbert, 1857-1910 [Illustrator]"
46275,2014-07-14,Redmanship in Kentucky for Fifty Great Suns,en,"Smith, Frank L."
46276,2014-07-14,The Treasure of Pearls: A Romance of Adventures in California,en,"Aimard, Gustave, 1818-1883; Wraxall, Lascelles, Sir, 1828-1865 [Translator]"
46277,2014-07-14,Musta kääpiö,fi,"Scott, Walter, 1771-1832; Krohn, Julius, 1835-1888 [Translator]"
46278,2014-07-14,Fra Mindebo: Jyske Folkeæventyr,da,"Kristensen, Evald Tang, 1843-1929"
46279,2014-07-14,Los Merodeadores de Fronteras,es,"Aimard, Gustave, 1818-1883; Sáenz de Urraca, J. F. [Translator]"
46280,2014-07-14,"James's Account of S. H. Long's Expedition, 1819-1820, part 3",en,"James, Edwin, 1797-1861; Long, Stephen H. (Stephen Harriman), 1784-1864; Say, Thomas, 1787-1834; Thwaites, Reuben Gold, 1853-1913 [Editor]"
46281,2014-07-14,A Monograph of Odontoglossum,en,"Bateman, Jas. (James), 1811-1897"
46282,2014-07-14,"L'Illustration, No. 1584, 5 Juillet 1873",fr,Various
46283,2014-07-14,"The Motor-Bus in War
Being the Impressions of an A.S.C. Officer during Two and a Half Years at the Front",en,"Beatson, A. M."
46284,2014-07-14,"My Austrian Love
The History of the Adventures of an English Composer in Vienna. Written in the Trenches by Himself",en,"Provost, Maxime"
46285,2014-07-14,L'ancien Figaro,fr,"Gaboriau, Emile, 1832-1873 [Annotator]; Anonymous"
46286,2014-07-14,Looking Back: An Autobiography,en,"Richardson, Merrick Abner, 1841-"
46287,2014-07-15,"The Book of Vagabonds and Beggars, with a Vocabulary of Their Language",en,"Luther, Martin, 1483-1546 [Editor]; Hotten, John Camden, 1832-1873 [Translator]"
46288,2014-07-15,Stories from Northern Myths,en,"Baker, Emilie K. (Emilie Kip)"
46289,2014-07-15,Jack the Young Canoeman: An Eastern Boy's Voyage in a Chinook Canoe,en,"Grinnell, George Bird, 1849-1938; Deming, Edwin Willard, 1860-1942 [Illustrator]"
46290,2014-07-15,Pan,fi,"Hamsun, Knut, 1859-1952; Lehtonen, Joel, 1881-1934 [Translator]"
46291,2014-07-15,Yellowstone and Grand Teton National Parks,en,Union Pacific Railroad Company
46292,2014-07-15,Selina: Her Hopeful Efforts and Her Livelier Failures,en,"Martin, George Madden, 1866-1946; Williams, H. D. [Illustrator]"
46293,2014-07-15,Germany's Dishonoured Army: Additional records of German atrocities in France,en,"Morgan, J. H. (John Hartman), 1876-1955"
46294,2014-07-15,"The Immigrant Tide, Its Ebb and Flow",en,"Steiner, Edward Alfred, 1866-1956"
46295,2014-07-15,"Capitale e mano d'opera
Le Commedie, vol. 1",it,"Carrera, Valentino, 1834-1895"
46296,2014-07-15,"Dedica - Scarabocchio
Le Commedie, vol. 1",it,"Carrera, Valentino, 1834-1895"
46297,2014-07-15,"La quaderna di Nanni
Le Commedie, vol. 1",it,"Carrera, Valentino, 1834-1895"
46298,2014-07-16,"Mary Broome: A Comedy, in Four Acts",en,"Monkhouse, Allan, 1858-1936"
46299,2014-07-16,With the French Flying Corps,en,"Winslow, Carroll Dana, 1889-1932"
46300,2014-07-16,"The First Canadians in France
The Chronicle of a Military Hospital in the War Zone",en,"Bell, F. McKelvey (Frederick McKelvey), 1878-1931; Fulleylove, Christopher [Illustrator]"
46301,2014-07-16,"Toledo, the Story of an Old Spanish Capital",en,"Lynch, Hannah, 1859-1904; James, Helen M. [Illustrator]"
46302,2014-07-16,Riding and Driving,en,"Anderson, Edward L. (Edward Lowell), 1842-1916; Collier, Price, 1860-1913; Tailer, T. Suffern [Contributor]"
46303,2014-07-16,"South Africa and the Transvaal War, Vol. 6 (of 8)
From the Occupation of Pretoria to Mr. Kruger's Departure from South Africa, with a Summarised Account of the Guerilla War to March 1901",en,"Creswicke, Louis"
46304,2014-07-16,The Silent Rifleman! A tale of the Texan prairies,en,"Herbert, Henry William, 1807-1858"
46305,2014-07-16,Yellowstone via Gallatin Gateway Montana,en,"Chicago, Milwaukee, St. Paul, and Pacific Railroad Company"
46306,2014-07-17,"Knots Untied; Or, Ways and By-ways in the Hidden Life of American Detectives",en,"McWatters, George S."
46307,2014-07-17,"Memoiren einer Grossmutter, Band II
Bilder aus der Kulturgeschichte der Juden Russlands im 19. Jahrhundert",de,"Wengeroff, Pauline, 1833-1916"
46308,2014-07-17,"Die Mormonen, ihr Prophet, ihr Staat und ihr Glaube",de,"Busch, Moritz, 1821-1899"
46309,2014-07-17,"The Greville Memoirs, Part 2 (of 3), Volume 2 (of 3)
A Journal of the Reign of Queen Victoria from 1837 to 1852",en,"Greville, Charles, 1794-1865"
46310,2014-07-17,"The Greville Memoirs, Part 2 (of 3), Volume 3 (of 3)
A Journal of the Reign of Queen Victoria from 1837 to 1852",en,"Greville, Charles, 1794-1865; Reeve, Henry, 1813-1895 [Editor]"
46311,2014-07-17,The Works of John Marston. Volume 2,en,"Marston, John, 1575?-1634; Bullen, A. H. (Arthur Henry), 1857-1920 [Editor]"
46312,2014-07-17,The Works of John Marston. Volume 3,en,"Marston, John, 1575?-1634; Bullen, A. H. (Arthur Henry), 1857-1920 [Editor]"
46313,2014-07-17,Jones of the 64th: A Tale of the Battles of Assaye and Laswaree,en,"Brereton, F. S. (Frederick Sadleir), 1872-1957; Rainey, W. (William), 1852-1936 [Illustrator]"
46314,2014-07-17,"L'Illustration, No. 1585, 12 Juillet 1873",fr,Various
46315,2014-07-17,"Vital Records of the Town of Auburn, (Formerly Ward), Massachusetts, To the end of the year 1850
With the Inscriptions from the Old Burial Grounds",en,"Rice, Franklin P. (Franklin Pierce), 1852-1919"
46316,2014-07-17,"Verdi: Man and Musician
His Biography with Especial Reference to His English Experiences",en,"Crowest, Frederick James, 1850-1927"
46317,2014-07-18,"Ella Clinton; or, By Their Fruits Ye Shall Know Them",en,"Finley, Martha, 1828-1909"
46318,2014-07-18,Jungle Folk: Indian Natural History Sketches,en,"Dewar, Douglas, 1875-1957"
46319,2014-07-18,The Vale of Lyvennet: Its Picturesque Peeps and Legendary Lore,en,"Bland, John Salkeld; Parker, F. H. M. [Editor]"
46320,2014-07-18,Wulnoth the Wanderer: A Story of King Alfred of England,en,"Inman, Herbert; Kinney, Margaret West, 1872-1952 [Illustrator]; Kinney, Troy, 1871-1938 [Illustrator]"
46321,2014-07-19,"The spell of the heart of France: the towns, villages and châteaux about Paris",en,"Hallays, André, 1859-1930; Fraprie, Frank Roy, 1874-1951 [Translator]"
46322,2014-07-18,Punch Cartoons of the Great War,en,Various
46323,2014-07-18,The Soul of the Soldier: Sketches from the Western Battle-Front,en,"Tiplady, Thomas, 1882-1967"
46324,2014-07-19,"The Catholic World, Vol. 11, April, 1870 to September, 1870",en,Various
46325,2014-07-19,Chikago: Nykyajan romaani,fi,"Sinclair, Upton, 1878-1968; Joutsen, O. A. (Otto Aleksanteri), 1878-1936 [Translator]"
46326,2014-07-19,Brick and Marble in the Middle Ages: Notes of Tours in the North of Italy,en,"Street, George Edmund, 1824-1881"
46327,2014-07-19,The Cherries of New York,en,"Hedrick, U. P., 1870-1951; Howe, G. H. (George Henry), 1888- [Contributor]; Taylor, O. M. (Orrin Morehouse), 1865- [Contributor]; Tubergen, C. B. (Charles Burton), 1890- [Contributor]; Wellington, R. (Richard), 1884- [Contributor]"
46328,2014-07-19,In the Old West,en,"Ruxton, George Frederick Augustus, 1820-1848; Kephart, Horace, 1862-1931 [Editor]"
46329,2014-07-19,"The Swamp Doctor's Adventures in The South-West
Containing the Whole of The Louisiana Swamp Doctor; Streaks of Squatter Life; and Far-Western Scenes; In a Series of Forty-Two Humorous Southern and Western Sketches, Descriptive of Incidents and Character",en,"Robb, John S., -1856; Darley, Felix Octavius Carr, 1822-1888 [Illustrator]"
46330,2014-07-20,"The Introduction to Hegel's Philosophy of Fine Arts
Translated from the German with Notes and Prefatory Essay",en,"Hegel, Georg Wilhelm Friedrich, 1770-1831; Bosanquet, Bernard, 1848-1923 [Translator]"
46331,2014-07-19,"Merrie England in the Olden Time, Vol. 1",en,"Daniel, George, 1789-1864; Cruikshank, Robert, 1789-1856 [Illustrator]; Gilks, Thomas [Illustrator]; Leech, John, 1817-1864 [Illustrator]"
46332,2014-07-19,"Merrie England in the Olden Time, Vol. 2",en,"Daniel, George, 1789-1864; Cruikshank, Robert, 1789-1856 [Illustrator]; Gilks, Thomas [Illustrator]; Leech, John, 1817-1864 [Illustrator]"
46333,2014-07-19,The Social Contract & Discourses,en,"Rousseau, Jean-Jacques, 1712-1778; Cole, G. D. H. (George Douglas Howard), 1889-1959 [Translator]"
46334,2014-07-19,"Cartilha Maternal; ou, Arte de Leitura",pt,"Deus, João de, 1830-1896"
46335,2014-07-19,Mit liv og levned som jeg selv har forstaaet det,da,"Fibiger, J. (Johannes), 1821-1897; Gjellerup, Karl, 1857-1919 [Editor]"
